crossentropy,kl,score,klw,tfr,lr
85539.43585538864,6907.737776219845,0.04243537425002563,0.0,1.0,0.001
73620.10026931763,17345.867442429066,0.05458049145853861,0.001,1.0,0.001
65202.30642867088,54438.009383141994,0.036820805494540226,0.002,1.0,0.001
